xpos,ypos,pred,target,type,match_idx
0.24728,0.56088,0,6,0,56
0.43069,0.63056,5,5,0,57
0.04447,0.57815,2,2,0,58
0.11872,0.59775,0,0,0,59
0.12240,0.44091,2,2,0,60
0.16607,0.77039,0,1,0,61
0.16550,0.64352,0,0,0,62
0.22838,0.67457,3,2,0,63
0.35198,0.03150,6,6,0,64
0.26260,0.25241,2,2,0,65
0.36517,0.47986,2,6,0,66
0.09123,0.52895,2,6,0,67
0.09972,0.42408,2,2,0,68
0.08013,0.43625,2,2,0,69
0.25875,0.40967,6,6,0,70
0.75371,0.85944,4,2,0,71
0.20160,0.77943,3,3,0,72
0.15593,0.44503,0,0,0,73
0.65129,0.65473,4,2,0,74
0.10301,0.68132,0,0,0,75
0.15065,0.62555,0,1,0,76
0.67055,0.52020,6,6,0,77
0.20972,0.80471,3,3,0,78
0.20398,0.74738,1,0,0,79
0.31715,0.26957,6,2,0,80
0.11514,0.77430,1,2,0,81
0.13263,0.68862,0,0,0,82
0.34322,0.07393,6,6,0,83
0.45927,0.37254,4,1,0,84
0.06882,0.68644,0,0,0,85
0.45458,0.33550,4,6,0,86
0.24373,0.10407,2,2,0,87
0.43339,0.27880,6,6,0,88
0.21452,0.56330,3,6,0,89
0.37315,0.11312,6,0,0,90
0.65964,0.03319,4,5,0,91
0.29651,0.18320,6,2,0,92
0.53287,0.38949,4,6,0,93
0.17642,0.59229,1,1,0,94
0.39749,0.73358,0,2,0,95
0.32035,0.81508,5,5,0,96
0.00000,0.56331,6,6,0,97
0.21468,0.72449,1,1,0,98
0.06605,0.39939,2,2,0,99
0.23540,0.65832,1,2,0,100
0.37642,0.38536,6,0,0,101
0.23384,0.39839,6,1,0,102
0.75172,0.13630,4,4,0,103
0.33628,0.39662,6,6,0,104
0.94413,0.53316,4,4,0,105
0.67893,0.69180,4,4,0,106
0.53954,0.50317,4,4,0,107
0.65767,0.79600,4,4,0,108
0.93126,0.54537,4,4,0,109
0.34168,0.20669,6,4,0,110
0.52445,0.71329,4,4,0,111
0.85501,0.55590,4,4,0,112
0.79268,0.60587,4,4,0,113
0.58376,0.84560,3,4,0,114
0.76294,0.39426,4,4,0,115
0.68157,0.73316,4,4,0,116
0.74125,0.66410,4,4,0,117
0.49864,0.39922,5,1,0,118
0.55625,0.71063,4,4,0,119
0.35867,0.23665,6,4,0,120
0.69905,0.96132,6,4,0,121
0.67619,0.75790,4,4,0,122
0.43508,0.53132,6,6,0,123
0.69059,0.24385,4,4,0,124
0.93225,0.49422,4,4,0,125
0.68093,0.10484,4,4,0,126
0.84284,0.53251,4,4,0,127
0.81299,0.43533,4,4,0,128
0.24736,0.59937,3,4,0,129
0.54049,0.67340,4,4,0,130
0.54382,0.15179,4,4,0,131
0.08013,0.46926,2,2,0,132
0.98504,0.44621,4,4,0,133
0.67301,0.21944,4,4,0,134
0.86402,0.60403,4,4,0,135
0.57795,0.57238,4,4,0,136
0.78720,0.61860,4,4,0,137
0.70594,0.14616,4,4,0,138
0.71619,0.23881,4,4,0,139
0.31430,0.58227,0,0,0,140
0.21524,0.85143,3,4,0,141
0.84142,0.36023,4,4,0,142
0.97031,0.58762,4,4,0,143
0.19272,0.72191,3,1,0,144
0.96531,0.54050,4,4,0,145
0.19587,0.53434,6,4,0,146
0.28980,0.55934,0,1,0,147
0.63828,0.71840,4,4,0,148
0.62751,0.62023,4,4,0,149
0.54729,0.49238,4,4,0,150
0.73589,0.29374,4,4,0,151
0.70253,0.25834,4,4,0,152
0.69390,0.17022,4,4,0,153
0.53192,0.51975,4,4,0,154
0.56522,0.83653,4,4,0,155
0.54313,0.48030,4,4,0,156
0.80995,0.36467,4,4,0,157
0.94190,0.58864,4,4,0,158
0.78517,0.58470,4,4,0,159
0.42947,0.89914,0,4,0,160
0.97165,0.34322,6,4,0,161
0.80177,0.52131,4,4,0,162
0.36280,0.18355,6,4,0,163
0.11588,0.47736,2,2,0,164
0.81274,0.41723,4,4,0,165
0.54752,0.25747,4,4,0,166
0.72247,0.72750,4,4,0,167
0.47202,0.62782,4,4,0,168
0.89138,0.54761,4,4,0,169
0.80242,0.49080,4,4,0,170
0.53598,0.51925,4,4,0,171
0.22330,0.35075,2,2,0,172
0.18054,0.43836,2,2,0,173
0.54736,0.55698,4,4,0,174
0.56196,0.44240,4,4,0,175
0.57616,0.48198,4,4,0,176
0.23116,0.62194,0,0,0,177
0.46594,0.39021,4,4,0,178
0.59742,0.65881,4,4,0,179
0.28350,0.66126,1,1,0,180
0.05952,0.43901,2,2,0,181
0.55935,0.62781,4,4,0,182
0.99115,0.55250,4,4,0,183
0.92702,0.50102,4,4,0,184
0.87955,0.51057,4,4,0,185
0.08130,0.27578,2,0,0,186
0.42877,0.14046,5,4,0,187
0.71422,0.02478,4,4,0,188
0.37396,0.73301,0,2,0,189
0.83793,0.52084,4,4,0,190
0.49335,0.58451,4,4,0,191
0.73911,0.57796,4,4,0,192
0.96757,0.47194,4,4,0,193
0.67564,0.70927,4,4,0,194
0.41395,0.80160,1,0,0,195
0.77623,0.11147,4,4,0,196
0.96871,0.43613,4,4,0,197
0.98026,0.55409,4,4,0,198
0.32154,0.09297,6,4,0,199
0.13801,0.56157,2,2,0,200
0.32474,0.32785,2,4,0,201
0.41305,0.21077,6,4,0,202
0.32206,0.37231,6,2,0,203
0.76453,0.70623,4,4,0,204
0.47309,0.88501,0,4,0,205
0.78655,0.21326,4,4,0,206
0.69993,0.19462,4,4,0,207
0.32068,0.29706,6,4,0,208
0.70251,0.16103,4,4,0,209
0.55485,0.63354,4,4,0,210
0.18483,0.61428,1,0,0,211
0.96113,0.63310,4,4,0,212
0.22519,0.07827,6,0,0,213
0.35937,0.40392,6,2,0,214
0.08955,0.72953,2,4,0,215
0.10224,0.46412,2,6,0,216
0.78319,0.53439,4,4,0,217
0.72753,0.59289,4,4,0,218
0.72358,0.81436,2,2,0,219
0.86750,0.52709,4,4,0,220
0.36400,0.81340,0,1,0,221
0.80941,0.53276,4,4,0,222
0.71711,0.17547,4,4,0,223
0.64137,0.52884,4,4,0,224
0.68060,0.65494,4,4,0,225
0.95084,0.62638,4,4,0,226
0.13005,0.35891,2,4,0,227
0.36856,0.15369,6,4,0,228
0.86008,0.44953,4,4,0,229
0.27274,0.08135,5,5,0,230
0.90846,0.48281,4,4,0,231
0.82627,0.49437,4,4,0,232
0.80581,0.24916,4,4,0,233
0.84036,0.54839,4,4,0,234
0.90477,0.52562,4,4,0,235
0.77752,0.20704,4,4,0,236
0.72699,0.67406,4,4,0,237
0.74060,0.14965,4,4,0,238
0.99395,0.46406,4,4,0,239
0.53959,0.70471,4,4,0,240
0.68743,0.32265,4,4,0,241
0.89301,0.63473,4,4,0,242
0.79060,0.58153,4,4,0,243
0.95464,0.45611,4,4,0,244
0.73629,0.65448,4,4,0,245
0.45880,0.75702,4,4,0,246
0.21090,0.82219,3,4,0,247
0.59745,0.38847,4,6,0,248
0.19109,0.73600,1,4,0,249
0.95603,0.42822,4,4,0,250
0.67556,0.23166,4,4,0,251
0.43130,0.85902,4,4,0,252
0.69455,0.72504,4,4,0,253
0.56452,0.38240,4,4,0,254
0.18622,0.76099,1,2,0,255
0.14978,0.35504,2,2,0,256
0.70000,0.24938,4,4,0,257
0.53013,0.42175,4,4,0,258
0.26344,0.14496,6,4,0,259
0.61440,0.07768,4,4,0,260
0.44739,0.91140,0,4,0,261
0.69602,0.13628,4,4,0,262
0.75921,0.67859,4,4,0,263
0.94297,0.44138,4,4,0,264
0.17406,0.32292,2,4,0,265
0.49739,0.50547,4,4,0,266
0.82823,0.30252,4,4,0,267
0.52355,0.68244,4,4,0,268
0.75182,0.20370,4,4,0,269
0.43557,0.86333,4,4,0,270
0.54992,0.66856,4,4,0,271
0.15963,0.67291,0,0,0,272
0.83510,0.40505,4,4,0,273
0.59185,0.92190,4,4,0,274
0.96213,0.51001,4,4,0,275
0.44418,0.68106,4,4,0,276
0.52541,0.93478,4,4,0,277
0.31640,0.79769,5,5,0,278
0.29641,0.67954,1,1,0,279
0.82564,0.31167,4,4,0,280
0.10413,0.53914,2,2,0,281
0.56714,0.56921,4,4,0,282
0.76891,0.30902,4,6,0,283
0.64958,0.70266,4,2,0,284
0.48882,0.75046,4,4,0,285
0.86979,0.37696,4,4,0,286
0.84594,0.28568,4,4,0,287
0.77746,0.49355,4,4,0,288
0.45405,0.85802,4,4,0,289
0.66527,0.38832,4,2,0,290
0.78006,0.11704,4,4,0,291
0.54302,0.32801,4,4,0,292
0.68726,0.13162,4,4,0,293
0.83898,0.37078,4,4,0,294
0.96413,0.56499,4,4,0,295
0.07190,0.49714,2,2,0,296
0.42187,0.41898,4,4,0,297
0.67437,0.66244,4,4,0,298
0.99114,0.56583,4,4,0,299
0.82419,0.47107,4,4,0,300
0.33336,0.27385,6,6,0,301
0.87262,0.62505,4,4,0,302
0.34118,0.01091,4,4,0,303
0.47860,0.12685,6,2,0,304
0.56670,0.63476,4,4,0,305
0.09962,0.58375,0,2,0,306
0.30161,0.02550,6,6,0,307
0.25865,0.67645,1,1,0,308
0.76543,0.34930,4,4,0,309
0.21571,0.29689,6,2,0,310
0.57799,0.23650,4,4,0,311
0.13353,0.20486,6,6,0,312
0.75831,0.21677,4,4,0,313
0.76772,0.55672,4,4,0,314
0.53819,0.68936,4,4,0,315
0.57003,0.69159,4,2,0,316
0.82999,0.53084,4,4,0,317
0.84265,0.48260,4,4,0,318
0.60474,0.59995,4,4,0,319
0.73459,0.18086,4,4,0,320
0.20179,0.64536,3,2,0,321
0.95145,0.52800,4,4,0,322
0.69163,0.10127,4,4,0,323
0.38297,0.01688,4,4,0,324
0.67355,0.18560,4,4,0,325
0.46995,0.57179,4,4,0,326
0.30556,0.67792,1,1,0,327
0.76587,0.56488,4,4,0,328
0.37719,0.85800,0,4,0,329
0.71748,0.59436,4,4,0,330
0.41906,0.34648,4,4,0,331
0.71015,0.94767,6,4,0,332
0.80237,0.13740,4,4,0,333
0.94769,0.58068,4,4,0,334
0.55667,0.65319,4,4,0,335
0.20967,0.67973,0,2,0,336
0.75521,0.23264,4,4,0,337
0.91503,0.53629,4,4,0,338
0.93501,0.42537,4,4,0,339
0.62451,0.68410,4,4,0,340
0.30704,0.23881,6,4,0,341
0.89981,0.23720,4,4,0,342
0.57394,0.89156,3,3,0,343
0.81922,0.38143,4,4,0,344
0.17665,0.40441,2,2,0,345
0.22480,0.71776,1,1,0,346
0.44781,0.60282,4,4,0,347
0.75620,0.13031,4,4,0,348
0.72781,0.63988,4,4,0,349
0.21993,0.81851,3,4,0,350
0.46672,0.27875,4,4,0,351
0.69189,0.64806,4,4,0,352
0.34411,0.33905,2,4,0,353
0.75743,0.16954,4,4,0,354
0.77076,0.18781,4,4,0,355
0.68363,0.11879,4,4,0,356
0.88481,0.48776,4,4,0,357
0.71315,0.26608,4,4,0,358
0.44762,0.11027,6,4,0,359
0.97468,0.45625,4,4,0,360
0.51882,0.69068,4,4,0,361
0.71579,0.66646,4,4,0,362
0.76914,0.64903,4,4,0,363
0.55314,0.33221,4,4,0,364
0.84905,0.32360,4,4,0,365
0.37004,0.05193,6,4,0,366
0.78278,0.49732,4,4,0,367
0.79214,0.48920,4,4,0,368
0.58888,0.32578,4,4,0,369
0.37853,0.93441,5,5,0,370
0.53633,0.11979,4,4,0,371
0.84281,0.30555,4,4,0,372
0.13926,0.62958,0,0,0,373
0.77779,0.61001,4,4,0,374
0.41696,0.87611,4,4,0,375
0.55908,0.86558,4,4,0,376
0.75518,0.65165,4,4,0,377
0.68771,0.68122,4,2,0,378
0.96249,0.28364,6,4,0,379
0.78753,0.54653,4,4,0,380
0.27097,0.58635,0,1,0,381
0.67494,0.06046,4,4,0,382
0.30518,0.48599,4,4,0,383
0.93762,0.56096,4,4,0,384
0.49372,0.61076,4,4,0,385
0.05946,0.47470,2,2,0,386
0.79981,0.20780,4,4,0,387
0.18706,0.64114,1,1,0,388
0.73747,0.70667,4,4,0,389
0.52831,0.47742,4,4,0,390
0.43379,0.80244,4,4,0,391
0.50612,0.30406,6,6,0,392
0.45323,0.41545,4,4,0,393
0.76964,0.42054,4,4,0,394
0.27218,0.18895,6,2,0,395
0.18816,0.49470,2,4,0,396
0.93773,0.61689,4,4,0,397
0.48708,0.78490,4,4,0,398
0.65444,0.14903,4,4,0,399
0.86096,0.73406,4,5,0,400
0.51067,0.64490,4,4,0,401
0.78078,0.67180,4,4,0,402
0.45111,0.29012,6,6,0,403
0.89478,0.51207,4,4,0,404
0.87770,0.41727,4,4,0,405
0.77079,0.67867,4,4,0,406
0.17618,0.24593,4,4,0,407
0.63434,0.80992,4,4,0,408
0.48610,0.89892,4,4,0,409
0.19330,0.67223,1,1,0,410
0.26607,0.37906,6,4,0,411
0.24168,0.84839,3,4,0,412
0.45142,0.86994,4,4,0,413
0.01875,0.58430,2,6,0,414
0.97507,0.61142,4,4,0,415
0.76872,0.17120,4,4,0,416
0.29219,0.63409,1,0,0,417
0.80042,0.18298,4,4,0,418
0.36486,0.90419,5,5,0,419
0.70175,0.68436,4,4,0,420
0.20315,0.42263,2,2,0,421
0.37975,0.17801,6,4,0,422
0.79423,0.63619,4,4,0,423
0.54982,0.50111,4,4,0,424
0.59218,0.87010,4,4,0,425
0.83393,0.47940,4,4,0,426
0.22021,0.51728,2,6,0,427
0.25443,0.49590,0,0,0,428
0.84461,0.45012,4,4,0,429
0.59952,0.68924,4,4,0,430
0.82815,0.36256,4,4,0,431
0.49837,0.52558,4,4,0,432
0.84910,0.53234,4,4,0,433
0.54634,0.82380,4,4,0,434
0.47502,0.19706,6,4,0,435
0.31066,0.87997,3,4,0,436
0.53115,0.84122,4,4,0,437
0.23517,0.83594,3,2,0,438
0.73861,0.21925,4,4,0,439
0.82140,0.59676,4,4,0,440
0.77847,0.70566,4,4,0,441
0.86030,0.55583,4,4,0,442
0.30597,0.07963,6,4,0,443
0.47383,0.14966,4,4,0,444
0.81364,0.52593,4,4,0,445
0.33624,0.44176,2,2,0,446
0.73463,0.03945,4,4,0,447
0.91676,0.41927,4,2,0,448
0.74801,0.17044,4,4,0,449
0.91586,0.51772,4,4,0,450
0.77033,0.15715,4,4,0,451
0.40868,0.10122,6,2,0,452
0.18268,0.68666,1,1,0,453
0.78671,0.19387,4,4,0,454
0.51269,0.15825,6,4,0,455
0.14815,0.80814,3,1,0,456
0.68175,0.09027,4,4,0,457
0.92222,0.43491,4,4,0,458
0.27544,0.79407,3,3,0,459
0.22717,0.60325,0,0,0,460
0.04434,0.61305,2,6,0,461
0.09367,0.50482,2,2,0,462
0.61798,0.91711,4,4,0,463
0.91884,0.47357,4,4,0,464
0.81571,0.48417,4,4,0,465
0.99444,0.58866,4,4,0,466
0.91677,0.48831,4,4,0,467
0.09629,0.51134,2,2,0,468
0.39935,0.15416,6,4,0,469
0.19706,0.33851,6,2,0,470
0.73089,0.13537,4,4,0,471
0.73859,0.67913,4,4,0,472
0.81423,0.37123,4,4,0,473
0.47016,0.09179,6,4,0,474
0.54111,0.66652,4,4,0,475
0.71819,0.84869,4,2,0,476
0.41297,0.28353,6,2,0,477
0.48535,0.24653,4,4,0,478
0.88837,0.61356,4,4,0,479
0.50109,0.50773,4,4,0,480
0.32301,0.13792,6,6,0,481
0.16040,0.70903,1,1,0,482
0.81203,0.47441,4,4,0,483
0.38240,0.34503,6,4,0,484
0.29317,0.29811,6,4,0,485
0.15965,0.48191,2,4,0,486
0.35194,0.12097,6,4,0,487
0.72127,0.69238,4,4,0,488
0.52510,0.75586,4,4,0,489
0.68800,0.02582,4,4,0,490
0.75988,0.60338,4,4,0,491
0.43696,0.20328,6,4,0,492
0.33780,0.53893,3,0,0,493
0.46373,0.81242,3,4,0,494
0.30786,0.47169,6,4,0,495
0.73656,0.58981,4,4,0,496
0.77017,0.10986,4,4,0,497
0.69958,0.11785,4,4,0,498
0.20228,0.80891,3,4,0,499
0.60407,0.73779,2,4,0,500
0.16653,0.36824,2,0,0,501
0.25448,0.52348,3,1,0,502
0.49401,0.17952,4,4,0,503
0.55281,0.48064,4,4,0,504
0.35000,0.61744,0,2,0,505
0.76427,0.65817,4,4,0,506
0.26041,0.21260,6,6,0,507
0.05546,0.55309,2,6,0,508
0.01093,0.54086,6,6,0,509
0.37697,0.29426,6,6,0,510
0.25689,0.87039,4,4,0,511
0.14255,0.59752,0,1,0,512
0.44577,0.73860,4,4,0,513
0.68870,0.57947,4,4,0,514
0.51541,0.61051,4,4,0,515
0.94788,0.48716,4,4,0,516
0.88676,0.52572,4,4,0,517
0.30282,0.10404,6,4,0,518
0.94368,0.24873,6,4,0,519
0.89716,0.61401,4,4,0,520
0.22027,0.44280,0,6,0,521
0.69870,0.44691,4,4,0,522
0.91808,0.56803,4,4,0,523
0.20368,0.62579,0,0,0,524
0.21390,0.60349,0,0,0,525
0.29824,0.34995,6,2,0,526
0.97680,0.51040,4,4,0,527
0.94530,0.36619,4,4,0,528
0.74788,0.68577,4,4,0,529
0.54699,0.20092,4,4,0,530
0.79905,0.36104,4,4,0,531
0.86121,0.51997,4,4,0,532
0.66997,0.19258,4,4,0,533
0.79532,0.16444,4,4,0,534
0.71706,0.15743,4,4,0,535
0.61202,0.63273,4,4,0,536
0.02362,0.56243,2,2,0,537
0.94945,0.56845,4,4,0,538
0.58726,0.52283,6,6,0,539
0.62433,0.65636,4,4,0,540
0.93517,0.58511,4,4,0,541
0.78247,0.55571,4,4,0,542
0.35513,0.44912,2,4,0,543
0.78375,0.17698,4,4,0,544
0.70419,0.30769,4,4,0,545
0.68328,0.21972,4,4,0,546
0.64297,0.39242,4,4,0,547
0.54845,0.61878,4,4,0,548
0.13854,0.29350,2,4,0,549
0.21033,0.71036,1,1,0,550
0.29673,0.26230,6,2,0,551
0.32012,0.20416,6,2,0,552
0.22815,0.14121,2,2,0,553
0.40504,0.88982,4,4,0,554
0.60338,0.18092,4,4,0,555
0.34249,0.25824,6,4,0,556
0.53695,0.47594,4,4,0,557
0.97388,0.54208,4,4,0,558
0.97018,0.57109,4,4,0,559
0.77356,0.70885,4,4,0,560
0.67677,0.20689,4,4,0,561
0.74595,0.57140,4,4,0,562
0.34863,0.29520,6,4,0,563
0.41167,0.47327,3,4,0,564
0.88030,0.57555,4,4,0,565
0.50955,0.71838,4,4,0,566
0.30422,0.82023,5,4,0,567
0.78499,0.67440,4,4,0,568
0.93833,0.44681,4,4,0,569
0.28787,0.43066,2,4,0,570
0.51882,0.67502,4,4,0,571
0.95192,0.58859,4,4,0,572
0.76707,0.57309,4,4,0,573
0.77757,0.64319,4,4,0,574
0.82297,0.60548,4,4,0,575
0.54367,0.03155,4,4,0,576
0.67236,0.82264,4,4,0,577
0.86949,0.47406,4,4,0,578
0.69581,0.22927,4,4,0,579
0.41981,0.74357,0,4,0,580
0.22307,0.83649,3,4,0,581
0.77348,0.61755,4,4,0,582
0.44194,0.07385,6,6,0,583
0.34675,0.36814,0,2,0,584
0.46681,0.79345,3,4,0,585
0.18902,0.75000,1,1,0,586
0.33989,0.12691,6,4,0,587
0.18484,0.45950,2,2,0,588
0.91205,0.58554,4,4,0,589
0.98319,0.48417,4,4,0,590
0.56813,0.18793,4,4,0,591
0.64420,0.14875,4,4,0,592
0.60941,0.49573,6,4,0,593
0.87327,0.61079,4,4,0,594
0.69219,0.11586,4,4,0,595
0.83662,0.43471,4,4,0,596
0.49110,0.64060,4,4,0,597
0.48579,0.93237,4,4,0,598
0.46489,0.83296,4,4,0,599
0.95754,0.60614,4,4,0,600
0.93145,0.57252,4,4,0,601
0.65870,0.17443,4,4,0,602
0.61544,0.30889,4,4,0,603
0.56717,0.66318,4,4,0,604
0.39310,0.75963,0,4,0,605
0.71562,0.65286,4,4,0,606
0.75646,0.53238,4,4,0,607
0.58567,0.63410,4,4,0,608
0.70692,0.60089,4,4,0,609
0.39952,0.22945,6,4,0,610
0.39090,0.05171,6,4,0,611
0.79020,0.15169,4,4,0,612
0.49415,0.47591,4,4,0,613
0.51581,0.89119,4,4,0,614
0.54655,0.74899,4,4,0,615
0.56813,0.65241,4,4,0,616
0.46351,0.18827,4,4,0,617
0.18930,0.23917,4,4,0,618
0.82751,0.56580,4,4,0,619
0.16521,0.51799,6,2,0,620
0.92481,0.59849,4,4,0,621
0.67779,0.71777,4,4,0,622
0.91454,0.61671,4,4,0,623
0.21289,0.15626,2,2,0,624
0.84131,0.33695,4,4,0,625
0.48788,0.73027,4,4,0,626
0.96883,0.49077,4,4,0,627
0.16319,0.56811,2,2,0,628
1.00000,0.58413,4,4,0,629
0.18395,0.20976,4,6,0,630
0.47213,0.72041,4,4,0,631
0.71594,0.20624,4,4,0,632
0.74835,0.81896,4,4,0,633
0.69453,0.18576,4,4,0,634
0.85154,0.49173,4,4,0,635
0.40805,0.44599,4,4,0,636
0.08163,0.55845,2,1,0,637
0.45503,0.24868,6,0,0,638
0.57221,0.33127,4,4,0,639
0.84843,0.34380,4,4,0,640
0.55835,0.28409,4,4,0,641
0.40914,0.33473,4,4,0,642
0.85865,0.37089,4,4,0,643
0.59752,0.30562,4,4,0,644
0.86928,0.49828,4,4,0,645
0.70887,0.16546,4,4,0,646
0.88789,0.53378,4,4,0,647
0.54441,0.11500,4,4,0,648
0.37565,0.21028,6,4,0,649
0.43449,0.18852,4,4,0,650
0.25337,0.77382,3,4,0,651
0.61722,0.36343,4,4,0,652
0.56505,0.61203,4,4,0,653
0.46719,0.97259,4,4,0,654
0.50192,0.77167,4,4,0,655
0.66585,0.42519,4,4,0,656
0.65227,0.37051,4,2,0,657
0.73198,0.55157,4,4,0,658
0.59547,0.14378,4,4,0,659
0.14641,0.73481,1,4,0,660
0.08522,0.51038,2,2,0,661
0.72466,0.19759,4,4,0,662
0.98100,0.56605,4,4,0,663
0.90458,0.49299,4,4,0,664
0.46266,0.21046,4,4,0,665
0.45709,0.69262,4,4,0,666
0.42264,0.85920,4,4,0,667
0.39477,0.82341,4,4,0,668
0.85708,0.49468,4,4,0,669
0.94418,0.50486,4,4,0,670
0.65476,0.23730,4,4,0,671
0.12107,0.51266,2,4,0,672
0.75991,0.42302,4,4,0,673
0.93356,0.51725,4,4,0,674
0.47693,0.65077,4,4,0,675
0.19905,0.58904,0,1,0,676
0.34723,0.50909,3,4,0,677
0.93603,0.47779,4,4,0,678
0.38291,0.64912,4,4,0,679
0.79647,0.21272,4,4,0,680
0.75180,0.59122,4,4,0,681
0.26033,0.72700,1,4,0,682
0.86250,0.37904,4,4,0,683
0.65546,0.20995,4,4,0,684
0.25162,0.32671,6,2,0,685
0.86720,0.55401,4,4,0,686
0.74671,0.15249,4,4,0,687
0.44471,0.30921,4,4,0,688
0.86749,0.62642,4,4,0,689
0.69471,0.15825,4,4,0,690
0.49693,0.06071,6,4,0,691
0.38941,0.30265,6,4,0,692
0.77610,0.35353,4,4,0,693
0.72149,0.61198,4,4,0,694
0.50461,0.36752,4,4,0,695
0.76536,0.18617,4,4,0,696
0.97289,0.48539,4,4,0,697
0.82772,0.50143,4,4,0,698
0.44374,0.70588,4,4,0,699
0.29783,0.39462,6,6,1,0
0.36340,0.33129,6,0,1,1
0.17807,0.56359,1,2,1,2
0.14229,0.65011,0,0,1,3
0.26185,0.44905,0,2,1,4
0.09346,0.64307,1,1,1,5
0.31183,0.69178,1,5,1,6
0.61744,0.84429,4,3,1,7
0.43748,0.81956,1,3,1,8
0.23583,0.24477,6,6,1,9
0.24237,0.45491,0,6,1,10
0.27206,0.55987,0,2,1,11
0.25729,0.63508,1,2,1,12
0.64134,0.68553,4,2,1,13
0.05082,0.64990,0,2,1,14
0.14331,0.52235,1,2,1,15
0.18145,0.70851,3,1,1,16
0.27586,0.48158,1,2,1,17
0.50577,0.58307,5,5,1,18
0.24049,0.51618,0,6,1,19
0.28743,0.22265,2,6,1,20
0.33047,0.52095,0,2,1,21
0.07769,0.60719,2,0,1,22
0.21630,0.48364,3,2,1,23
0.58819,0.00000,6,0,1,24
0.34855,0.16707,6,6,1,25
0.32328,0.83505,5,5,1,26
0.14332,0.41215,6,1,1,27
0.48662,1.00000,4,1,1,28
0.11664,0.37957,6,2,1,29
0.27731,0.70791,1,2,1,30
0.39776,0.53430,4,6,1,31
0.22952,0.72980,1,1,1,32
0.30601,0.64820,1,1,1,33
0.24833,0.29570,6,2,1,34
0.23601,0.50288,3,2,1,35
0.16764,0.60847,3,2,1,36
0.24348,0.18213,6,6,1,37
0.13626,0.48535,1,2,1,38
0.27670,0.52312,0,1,1,39
0.27501,0.32245,6,6,1,40
0.11778,0.64323,0,0,1,41
0.07604,0.33944,2,6,1,42
0.48291,0.69630,4,3,1,43
0.31082,0.41647,6,6,1,44
0.33430,0.16370,6,3,1,45
0.52712,0.58558,5,5,1,46
0.05947,0.50527,1,2,1,47
0.29740,0.71739,5,1,1,48
0.50360,0.82107,0,2,1,49
0.27874,0.27926,6,2,1,50
0.45736,0.06749,6,2,1,51
0.11510,0.33736,6,2,1,52
0.28441,0.24192,2,6,1,53
0.26822,0.74420,1,5,1,54
0.60158,0.44443,4,2,1,55
0.24728,0.56088,0,6,1,56
0.43306,0.62983,5,5,1,57
0.04753,0.57718,2,2,1,58
0.11586,0.59829,2,0,1,59
0.12389,0.44100,6,2,1,60
0.16607,0.77039,0,1,1,61
0.16754,0.64061,0,0,1,62
0.23050,0.67639,3,2,1,63
0.34935,0.02995,6,6,1,64
0.26076,0.25268,6,2,1,65
0.36463,0.48306,2,6,1,66
0.09123,0.52895,2,6,1,67
0.10125,0.41966,6,2,1,68
0.07846,0.43707,2,2,1,69
0.25777,0.41451,6,6,1,70
0.75371,0.85944,4,2,1,71
0.20261,0.76370,1,3,1,72
0.15524,0.44475,6,0,1,73
0.64911,0.65681,4,2,1,74
